block,maintainer,scale,roadlength
12998,R,1,868.971500321604
12999,G,1,17052.6443261434
13000,G,1,14339.6702398297
13001,G,1,7912.26096047894
13001,P,1,641.864321384514
13002,G,1,3162.75929520635
13002,P,1,724.225538150568
13003,G,1,3792.17362100284
13004,G,1,3667.12724377646
13005,G,1,3934.01262630091
13005,P,1,1359.22724127702
13006,G,1,3492.00418688194
13006,P,1,199.32199473796
13007,G,1,2536.56033653876
13008,G,1,3345.34954304592
13009,G,1,1516.60927533829
13010,G,1,22.9582158111968
13011,G,1,2819.92278111367
13012,G,1,2248.60771456953
13013,G,1,7018.38303950517
13014,G,1,4617.75961776644
13015,G,1,2188.22366704297
13015,P,1,1051.78245346436
13015,R,1,931.106641711862
13016,G,1,2222.33860801632
13016,R,1,3494.59079833928
13017,G,1,1614.85134290424
13017,R,1,5261.00654022534
13018,G,1,5449.64744642635
13018,R,1,3037.42762207642
13019,G,1,8112.29639335636
13020,G,1,13359.4134552345
13021,G,1,73.7661724391794
13022,W,1,381.452710413024
13023,G,1,937.646035740424
13023,W,1,996.779399697508
13024,G,1,3485.15693854283
13025,G,1,93.1307483672931
13026,G,1,1151.06584159122
13027,G,1,445.65021119241
13027,W,1,770.277514426514
13028,G,1,5131.18126741979
13028,P,1,641.656186608061
13028,T,1,10.1259152673111
13028,W,1,2583.05509430806
13029,G,1,5501.8646087565
13029,P,1,1054.71651334358
13029,W,1,1575.62511193727
13030,G,1,136.533223176028
13030,W,1,1110.27112861254
13031,W,1,1070.19559705781
13032,W,1,2204.3909560849
13033,W,1,2831.9266056393
13034,W,1,1000.33739356385
13035,G,1,634.600148464353
13035,W,1,1171.3867449746
13036,G,1,1500.86783601811
13037,G,1,13570.982757322
13037,W,1,70.4566878396799
13038,G,1,9530.24938725932
13038,P,1,2351.98690899017
13038,W,1,1320.83880483499
13039,G,1,415.670511104195
13039,W,1,2120.82020320771
13040,W,1,1403.92480973068
13041,W,1,1191.55272195289
13042,W,1,1940.86713494433
13043,G,1,2191.75589612347
13043,P,1,25.1817769868291
13043,W,1,1481.88437375884
13044,G,1,9242.25911436474
13044,P,1,3135.42966656038
13044,W,1,747.020668403273
13045,G,1,1229.29868465729
13045,P,1,2018.60917558692
13045,W,1,1260.9386296318
13046,P,1,2019.24421320075
13046,R,1,19.8638288159508
13046,W,1,2094.18300229331
13047,P,1,1485.81135252927
13047,R,1,2148.58586257988
13047,W,1,2048.86789164194
13048,R,1,2186.3820757654
13049,G,1,1017.3963284376
13049,R,1,783.698821981568
13050,P,1,2091.76172092566
13050,W,1,1050.6747144107
13051,G,1,403.280106711093
13052,G,1,2549.98826635657
13052,W,1,300.501018814946
13053,W,1,1932.04951102618
13054,W,1,878.61930395692
13055,W,1,2187.48021471422
13056,W,1,1036.06553449376
13057,G,1,1001.53642687057
13057,W,1,328.129016966063
13058,P,1,1074.08797378316
13058,W,1,271.308546359506
13059,W,1,1057.9454353257
13060,W,1,810.086737267724
13061,G,1,1723.64503111587
13061,W,1,385.154436834394
13062,G,1,573.044513988033
13062,W,1,702.395139373863
13063,W,1,449.875563949023
13064,G,1,1001.7483552803
13064,P,1,1002.02056820857
13066,G,1,1476.44126928179
13069,G,1,197.967643800857
13069,P,1,2090.14941655761
13070,G,1,11489.9296863105
13070,P,1,649.035438605343
13071,G,1,5630.9089767192
13071,P,1,1247.60443070994
13072,G,1,1170.62442677272
13072,P,1,786.919863515213
13073,G,1,1004.10842426521
13074,P,1,1003.95986002943
13076,G,1,1059.22179475525
13077,G,1,2104.22018506814
13078,G,1,1127.1655568498
13079,G,1,1355.47772854134
13080,G,1,1098.98667101086
13081,G,1,1715.65486654034
13082,G,1,2277.28316421675
13082,R,1,2414.4005750785
13083,G,1,3626.82619403697
13084,G,1,3019.44175186671
13122,G,1,1041.3070128436
13123,G,1,1923.40760854683
13135,G,1,2802.77555772883
13136,G,1,1460.31659307184
13137,G,1,993.664498827778
13138,G,1,8492.4772001418
13139,G,1,5905.4961802705
13140,G,1,3575.88110596014
13140,R,1,2046.34223714974
13141,G,1,3721.21742830454
13142,G,1,4170.33179913035
13143,G,1,9222.91431134147
13144,G,1,13669.1764663914
13145,G,1,21182.436219575
13146,G,1,7643.55702936141
13147,G,1,5917.15309076712
13148,G,1,2575.72931446101
13149,G,1,3454.09180849882
13150,G,1,1985.41452927265
13151,G,1,2640.19234506319
13152,G,1,7582.75140839169
13153,G,1,18008.974532243
13154,G,1,7711.74175255359
13155,G,1,15481.0701828567
13156,G,1,4921.89094159101
13157,G,1,2414.18202884085
13157,R,1,2881.99593069368
13158,G,1,2687.15860861133
13159,G,1,1758.67849254128
13160,G,1,1841.27058472943
13161,G,1,4839.66787627732
13161,P,1,1077.81599775435
13162,G,1,343.093281776254
13163,G,1,1846.03797379413
13164,G,1,2003.71645541778
13165,G,1,1308.98294966667
13166,G,1,2020.29163813984
13167,G,1,2966.46961454229
13167,P,1,1634.51318342763
13168,G,1,2944.48511633419
13169,G,1,6631.82837975385
13170,G,1,2529.40314618765
13171,G,1,1326.33576706071
13172,G,1,5194.11239650666
13173,G,1,5917.41051242615
13174,G,1,3677.20099434081
13174,R,1,2015.39985311038
13175,G,1,4259.66011477668
13176,W,1,1335.19235860624
13177,W,1,2292.39362022739
13178,W,1,1873.27701293427
13179,W,1,2071.96473302403
13180,G,1,1995.94566853057
13180,W,1,2371.32490569903
13181,G,1,509.593485728175
13181,W,1,1707.73013714715
13182,W,1,1131.99478696108
13183,W,1,2811.9278098962
13184,W,1,1542.97847308229
13185,R,1,841.900689238147
13185,W,1,1416.4182418372
13186,R,1,2492.59070711957
13186,W,1,1348.17309663879
13187,G,1,857.488000180759
13187,W,1,168.851147873758
13188,W,1,1573.40354450437
13189,G,1,3746.47149792819
13190,G,1,1049.29580133356
13191,P,1,823.565014414721
13192,P,1,209.263324296056
13193,G,1,3529.11413081142
13194,G,1,2398.52771402833
13194,T,1,27.8964299149562
13195,G,1,335.738867487142
13196,G,1,3061.7433625789
13197,G,1,2092.89090915054
13198,G,1,916.740223995136
13198,P,1,1478.82503569295
13199,G,1,171.670946113986
13199,P,1,57.3860689300318
13200,G,1,12226.3049050901
13200,R,1,2105.2498901153
13201,G,1,23219.9071915982
13202,G,1,23697.8027229277
13203,G,1,17559.829700711
13204,G,1,10898.3609172614
13205,G,1,8134.80423546567
13205,R,1,1716.34190479613
13206,G,1,14202.5903304485
13206,R,1,2282.45476797218
13207,G,1,18917.8819785045
13207,R,1,85.8404183217773
13208,G,1,5033.49751567854
13208,P,1,184.070569775584
13209,G,1,2723.51117213483
13209,P,1,1306.23952018929
13210,G,1,1895.37725127231
13210,P,1,258.598888275857
13211,G,1,1802.82887387705
13212,G,1,2127.96466736812
13213,G,1,1755.76713876964
13213,P,1,775.199356458171
13214,G,1,2494.77521948219
13214,P,1,1485.03149507364
13215,G,1,6492.88272799395
13215,P,1,1459.55448323755
13216,G,1,1575.89633404149
13216,P,1,2440.52530027424
13217,G,1,2183.19757981324
13217,R,1,424.235560891503
13218,G,1,1018.9520499686
13218,R,1,1014.4018363377
13219,G,1,1495.5356803153
13219,R,1,1016.23952277705
13220,G,1,1015.15373270019
13220,R,1,1014.90259580355
13221,G,1,1014.89974433631
13221,R,1,1014.33796157943
13222,G,1,1720.49343917435
13222,R,1,1018.2247511487
13223,G,1,118.284969982987
13223,R,1,110.785153814813
13224,G,1,1727.21864709704
13225,G,1,6129.07784539154
13225,P,1,969.035581763824
13225,R,1,238.313095581858
13225,T,1,404.833968363332
13226,G,1,2263.71252710093
13226,P,1,385.425293025593
13226,T,1,1005.27753713423
13227,G,1,1526.44906980305
13227,R,1,277.592000753205
13227,T,1,742.562853402357
13228,G,1,4415.66492612653
13228,R,1,5775.4996768139
13229,G,1,5107.44148029629
13230,G,1,9570.63451839663
13231,G,1,1875.64487532569
13233,G,1,210.691239981603
13233,W,1,767.219066861509
13234,W,1,1412.67055208943
13235,G,1,1531.2995149443
13236,G,1,1019.87598931761
13237,G,1,530.880921749446
13238,G,1,875.305898210446
13238,T,1,48.3618771836372
13238,W,1,1118.53258951766
13239,G,1,169.033104719253
13239,W,1,320.783444057202
13240,G,1,617.485428236335
13240,P,1,997.296640705515
13240,W,1,2009.96096974249
13241,G,1,17.1556284180909
13241,P,1,396.592746352954
13241,W,1,963.769427315645
13242,W,1,2592.42838410962
13243,W,1,1101.14149287238
13244,G,1,207.673127369044
13244,W,1,4016.14227003491
13245,W,1,1159.17190105583
13246,W,1,1348.79267112321
13247,W,1,722.349596614914
13248,G,1,4266.02260843851
13248,P,1,1343.30339953624
13249,G,1,6934.04614444015
13249,P,1,997.749805193714
13249,W,1,583.469671170403
13250,G,1,916.9875640282
13250,W,1,3034.18113282458
13251,G,1,784.221359170203
13251,W,1,1575.79528628135
13252,W,1,1770.00817580391
13253,P,1,2219.80767231634
13253,W,1,65.5230677498742
13254,G,1,95.8332132547786
13254,P,1,2198.43382741841
13254,W,1,1046.39318020883
13255,G,1,455.608276306934
13255,P,1,24.388359631446
13255,W,1,1033.38752331333
13256,G,1,938.056580719996
13256,W,1,627.09413481605
13257,W,1,2579.54272823362
13258,G,1,21.3410411520426
13258,P,1,278.113912228323
13258,W,1,3774.11663127735
13259,P,1,1008.1261215268
13259,W,1,1607.2615641032
13260,G,1,1334.55838856106
13260,P,1,1079.18302645281
13260,R,1,1266.36942997537
13260,W,1,2494.42075471236
13261,G,1,482.342433292402
13261,P,1,2093.73439301914
13261,R,1,3658.46439434291
13261,W,1,3243.81815601522
13262,R,1,3408.44867327922
13262,W,1,4174.0590581256
13263,G,1,3043.28616891391
13263,W,1,455.134144342202
13264,W,1,2634.01980397518
13265,W,1,383.385385874149
13266,T,1,123.2458057787
13266,W,1,3256.60689803163
13267,G,1,3168.65174111564
13267,W,1,1252.03049381075
13268,G,1,3879.44464937018
13268,W,1,13.5318907030768
13269,G,1,1690.45796960169
13269,P,1,1019.65619273339
13269,T,1,118.714446018314
13270,G,1,1668.80275927669
13270,W,1,1477.40202749367
13271,W,1,559.027975197444
13272,G,1,714.863550042553
13272,W,1,1915.90968019754
13273,G,1,2936.45868278711
13274,W,1,1165.0103794867
13275,G,1,1411.55711647412
13275,P,1,1001.27591891607
13275,W,1,170.936868282579
13277,G,1,1658.13065944336
13278,G,1,563.043692609086
13279,G,1,790.790657955598
13280,G,1,1648.77160949946
13280,R,1,1466.49131047671
13281,G,1,6793.28607159332
13281,P,1,1161.95587508792
13281,R,1,3896.19331540612
13282,G,1,2434.74308050181
13282,R,1,1692.99203498914
13283,G,1,320.968540546411
13283,P,1,401.000283019747
13284,G,1,1933.70836116607
13284,P,1,1276.77400722345
13285,G,1,2667.06929246647
13285,P,1,2150.13270555565
13287,G,1,1004.28325788223
13288,G,1,1003.98290664713
13289,G,1,388.343230102516
13290,G,1,1672.66082837904
13291,G,1,1445.82461640624
13292,G,1,2353.75298419213
13293,G,1,1020.7902779577
13293,R,1,359.248343234949
13294,G,1,1446.74538030731
13294,R,1,2064.28638927864
13295,G,1,3078.61851453115
13295,W,1,710.399403352347
13333,G,1,1292.68671821016
13334,G,1,1021.94454907449
13335,G,1,926.764065486282
13347,G,1,1135.42562967113
13348,G,1,1899.96121825044
13349,G,1,711.634292096864
13350,G,1,4415.26415633996
13351,G,1,5897.92938141704
13351,T,1,55.6883916432765
13352,G,1,9392.95197464824
13352,R,1,2004.21333983466
13353,G,1,8157.42574640426
13354,G,1,7631.65420521148
13355,G,1,15832.8574204753
13356,G,1,20151.9752441654
13357,G,1,13031.2368923702
13358,G,1,8008.13953175844
13359,G,1,1807.21666701512
13360,G,1,1591.46358817039
13361,G,1,4158.94184722384
13362,G,1,1919.99602937028
13363,G,1,2829.11216880161
13364,G,1,3612.60995539255
13364,T,1,906.69844614493
13365,G,1,19341.4207140171
13366,G,1,12665.9355857024
13366,T,1,138.002611445259
13367,G,1,11414.7284861972
13368,G,1,2346.74354572696
13369,G,1,3414.29412814989
13369,R,1,4988.66228988198
13370,G,1,6198.58872940729
13371,G,1,2489.17073817383
13372,G,1,1363.97647139686
13373,G,1,1149.04099162307
13373,P,1,1021.32818050423
13374,G,1,1284.93086499246
13375,G,1,1070.54834208803
13376,G,1,1033.2567797934
13378,G,1,1106.34516547354
13378,P,1,707.202925514279
13378,T,1,79.9410950629991
13379,G,1,7193.98527585225
13379,P,1,1443.41333576425
13380,G,1,9816.42931869443
13380,P,1,693.394029190086
13381,G,1,4135.35053991158
13382,G,1,1822.49199346139
13383,G,1,1127.48511096931
13384,G,1,2264.30496037113
13384,P,1,744.279806303772
13384,T,1,28.0047186202581
13385,G,1,2198.47095134797
13386,G,1,3046.64712170558
13386,R,1,2020.83954690045
13387,G,1,2626.0868292362
13388,G,1,390.996758532699
13388,W,1,2627.63629605045
13389,W,1,1340.16227875546
13390,W,1,2003.36079420005
13391,W,1,823.046542850084
13392,W,1,2105.21349754265
13393,W,1,918.365635410085
13394,W,1,231.871023159758
13395,W,1,2672.69684202478
13396,W,1,1802.15364916999
13398,R,1,3846.94434793306
13398,W,1,3336.08696537563
13399,G,1,5795.73459040775
13399,W,1,3038.83221497963
13400,G,1,826.249413735675
13400,W,1,157.563575391081
13401,G,1,1249.70862114629
13402,G,1,2373.98661048966
13402,T,1,45.594110403515
13403,G,1,3.51933716373253
13404,G,1,7103.01638122825
13404,P,1,1504.63615555074
13405,G,1,16022.7720824194
13405,T,1,40.3198387521691
13406,G,1,23358.4512154469
13407,G,1,5202.35041509406
13408,G,1,1895.07019309496
13409,G,1,1118.13589390489
13410,G,1,1312.81311838249
13411,G,1,3212.5036508612
13411,P,1,1611.33147555707
13411,R,1,3085.07871768974
13412,G,1,18718.1308768053
13412,R,1,682.210190050279
13413,G,1,20209.2537753086
13413,T,1,38.4829598060929
13414,G,1,13638.3087841948
13415,G,1,16274.7578489734
13416,G,1,10830.6676432288
13416,P,1,419.908178074517
13416,R,1,2547.02364402057
13417,G,1,11581.5932690846
13417,P,1,780.103940892975
13417,R,1,4276.65871245937
13418,G,1,23564.773628223
13419,G,1,11431.2415233358
13419,P,1,579.737322890756
13420,G,1,3100.13268531678
13420,P,1,1344.32656800295
13421,G,1,1432.24246185126
13422,G,1,990.298461889909
13423,G,1,1252.62052899093
13424,G,1,1004.17189479234
13426,G,1,1065.35621028988
13426,P,1,1042.00765417497
13427,G,1,9337.11500245083
13428,G,1,3149.38112406711
13428,P,1,31.687295537562
13429,G,1,8306.10625262424
13429,P,1,1741.14509310401
13430,G,1,941.327942216283
13431,G,1,364.633538902129
13432,G,1,2381.22723673348
13433,G,1,2733.80967387364
13434,G,1,7183.446955063
13435,G,1,2114.41164143994
13435,R,1,890.768093940853
13436,G,1,2396.64915088987
13436,R,1,1000.02927801977
13437,G,1,6906.2348007177
13437,P,1,1303.88153462872
13437,R,1,214.106870715439
13438,G,1,16840.9232524272
13439,G,1,5562.56176329301
13440,G,1,3456.28798613168
13440,R,1,7440.78269079149
13441,G,1,1936.5620056307
13446,W,1,360.909182574827
13447,W,1,1044.83568412192
13448,G,1,187.853278423974
13448,W,1,1728.32385303479
13449,G,1,2086.6841318464
13449,W,1,730.452091566997
13450,G,1,679.376436604894
13450,W,1,798.484497808955
13451,G,1,237.900779401562
13451,W,1,1448.3692654114
13452,G,1,34.6904581633275
13452,W,1,537.630538366634
13453,G,1,3174.60848051317
13453,P,1,881.892285015509
13453,W,1,190.008865848054
13454,G,1,5965.34793963222
13454,P,1,2286.97721227808
13454,W,1,2373.4469053182
13455,G,1,1954.73438651343
13455,P,1,1022.82191427826
13455,W,1,2239.32875614169
13456,P,1,1008.65030728252
13456,W,1,1366.55308817931
13457,P,1,1002.58121882925
13457,W,1,2152.53542325651
13458,P,1,1575.19059031109
13458,W,1,1183.71842401203
13459,P,1,190.913415823291
13459,W,1,755.218015738802
13460,P,1,2386.55327875162
13460,W,1,1191.1352430888
13461,G,1,180.234238321141
13461,W,1,3110.60414984835
13462,G,1,164.581508355162
13462,P,1,33.2007064224014
13462,W,1,1668.34429698041
13463,P,1,2249.0396992491
13463,W,1,523.808682133602
13464,P,1,2250.46908671928
13464,W,1,1842.30230629667
13465,P,1,41.6965487539001
13465,W,1,1975.28555431159
13466,G,1,1489.70400905004
13466,W,1,1357.18421650975
13467,G,1,37.6624440655664
13467,W,1,1062.27231256332
13468,W,1,2609.91868301333
13469,W,1,701.577020692274
13470,W,1,495.839117212197
13471,W,1,602.757681223661
13472,W,1,298.072224323523
13474,G,1,8946.68599101071
13474,R,1,488.151108834885
13474,W,1,2412.49343180007
13475,G,1,2894.27044763988
13475,R,1,2473.06871768332
13475,W,1,2023.47763104116
13476,W,1,1037.13442793459
13477,W,1,435.456568939132
13478,G,1,708.613677911106
13478,R,1,1481.96205637632
13478,T,1,244.663033578839
13478,W,1,2754.91986258893
13479,G,1,13599.9992607926
13479,R,1,2000.97023727073
13479,W,1,694.781096309791
13480,G,1,5025.4464103338
13480,P,1,237.398894780059
13480,R,1,3901.55985777267
13480,W,1,1775.16876593122
13481,P,1,851.242655661761
13481,R,1,2000.20399814967
13481,W,1,2085.72620141107
13482,R,1,2377.28237166886
13482,W,1,1910.17087564487
13483,R,1,3527.79541565834
13483,W,1,3698.40214237084
13484,G,1,435.756119260591
13484,R,1,2294.22352458455
13484,W,1,3536.02212893927
13485,G,1,4027.04198674741
13485,R,1,2717.18090217819
13485,W,1,1052.96214988046
13486,G,1,1014.96240618017
13486,R,1,1434.28699143414
13486,W,1,1494.69791219377
13487,G,1,980.215338036153
13487,P,1,1152.75166365134
13487,R,1,269.562262513145
13487,W,1,463.62965586112
13489,G,1,1379.02907535557
13490,G,1,2821.32480238732
13490,R,1,119.912375318727
13491,G,1,2101.83582404323
13491,R,1,2445.02796529119
13492,G,1,515.952131714006
13492,R,1,917.86376927395
13493,G,1,1214.87315590717
13494,G,1,634.826175312061
13494,P,1,412.623646501127
13494,R,1,614.001164729117
13495,G,1,1978.13504842221
13495,P,1,1063.2426364355
13495,R,1,2094.83714630537
13496,G,1,2573.26486580492
13496,P,1,1017.36828692663
13496,R,1,2007.46856783167
13497,G,1,4744.8244107244
13497,P,1,1361.62025564389
13497,R,1,3919.86382598446
13498,G,1,13468.6374740738
13498,R,1,2437.41142459635
13499,G,1,3071.00356529688
13499,R,1,4082.92483121048
13500,G,1,2042.33134116491
13500,R,1,2009.06411583613
13501,G,1,2630.499383407
13501,R,1,2008.29916114923
13502,G,1,2012.56908427259
13502,R,1,2008.54603771802
13503,G,1,2867.91786011207
13503,R,1,2031.21744176688
13504,G,1,2220.10428937801
13504,R,1,1313.24746746505
13505,G,1,2425.44765440658
13506,G,1,2272.63266841681
13506,R,1,1804.9114815288
13507,G,1,8382.81246073836
13507,R,1,1095.83662479679
13507,W,1,245.315112144844
13508,G,1,170.038138026431
13545,G,1,316.50888546178
13546,G,1,878.775233307373
13547,G,1,2028.33155589214
13559,G,1,2944.07600455152
13560,G,1,2499.85890511175
13561,G,1,4343.57004635372
13562,G,1,8068.29097810929
13563,G,1,19080.8052198429
13564,G,1,17229.1562697843
13565,G,1,12427.4517336202
13565,R,1,3555.35309383121
13566,G,1,23032.7652560615
13567,G,1,19880.4015475273
13568,G,1,19954.0569478464
13569,G,1,22449.9950253385
13570,G,1,7669.17315660456
13571,G,1,6186.81381029735
13572,G,1,831.739344622598
13573,G,1,1251.38654595296
13574,G,1,3992.132105681
13575,G,1,2807.57127546168
13576,G,1,3088.166699625
13577,G,1,2392.27752416815
13577,T,1,386.574890031175
13578,G,1,14502.2208364015
13578,P,1,36.2734365286489
13579,G,1,11911.4885652328
13579,T,1,2.37695087817426
13580,G,1,16168.169569804
13580,P,1,2930.85215716637
13581,G,1,13593.091950869
13581,P,1,3060.80954298663
13582,G,1,11249.3109759261
13582,P,1,1192.38162525473
13582,R,1,5930.29941115705
13583,G,1,6276.90882078576
13584,G,1,4239.9437772141
13585,G,1,2079.09417993608
13586,G,1,3820.48953916364
13586,P,1,711.111105442717
13587,G,1,2228.3304132846
13587,P,1,843.529946633244
13588,G,1,1420.13230990319
13589,G,1,2679.27810060864
13590,G,1,3123.2694784047
13590,T,1,43.4276544530819
13591,G,1,1246.04221407373
13591,P,1,1505.77986993772
13592,G,1,6584.16658687287
13593,G,1,3637.44168762251
13593,P,1,1063.95109339204
13594,G,1,2329.9049809285
13594,P,1,105.312499072906
13595,G,1,1576.76779197911
13596,G,1,908.831049404444
13597,G,1,8618.88114427962
13597,P,1,1000.69532311058
13598,G,1,2093.93410409769
13598,R,1,2215.96607627265
13599,G,1,3049.49751658578
13599,R,1,140.275384373403
13600,G,1,3381.49598641522
13600,W,1,9.06455839667728
13601,G,1,2423.19567261932
13601,W,1,3013.18488401442
13602,W,1,2697.20684860061
13603,W,1,324.757960261165
13604,W,1,1961.18821192971
13605,W,1,906.278763792308
13606,G,1,2501.77530854815
13606,W,1,1408.14319586468
13607,G,1,229.839766534808
13607,W,1,153.069179527236
13608,W,1,1048.87895628312
13609,W,1,1805.72653733398
13610,W,1,2246.75626721425
13611,R,1,2000.15607329397
13611,W,1,3269.62968655701
13612,G,1,1634.61842037341
13612,W,1,2586.57183681196
13613,G,1,2054.14738216378
13613,W,1,3322.1142964204
13614,G,1,232.343454855288
13614,W,1,139.067290473213
13615,G,1,3615.90684657826
13616,G,1,2341.6485399924
13617,G,1,12916.3794730038
13617,P,1,1446.78313251253
13618,G,1,22961.2630053069
13619,G,1,21047.7290835886
13620,G,1,8867.27506959995
13621,G,1,747.51032223496
13622,G,1,798.181928617086
13623,G,1,1030.515116823
13624,G,1,4724.89701947944
13624,R,1,2180.28885564364
13625,G,1,16917.3943630705
13626,G,1,25076.6193913999
13627,G,1,22035.0192889577
13628,G,1,19848.9361163985
13628,R,1,56.3519035157969
13629,G,1,9304.88212151069
13629,R,1,5929.66152323098
13630,G,1,11075.9336728492
13630,P,1,1548.24948962581
13631,G,1,13458.8076253573
13631,P,1,1519.74417824238
13632,G,1,19481.5883463212
13633,G,1,8706.05702025692
13634,G,1,1405.13563636818
13635,G,1,1392.07995861655
13636,G,1,33.5687094194689
13637,G,1,620.475111755345
13638,G,1,566.794236518811
13639,P,1,1063.10339447556
13641,G,1,491.28435964696
13642,G,1,2838.78144899635
13642,P,1,1578.75114688228
13643,G,1,2107.12893799051
13643,P,1,573.657223077897
13644,G,1,6209.63785029058
13644,P,1,387.84293027023
13645,G,1,8151.14796677082
13645,P,1,481.201238804711
13646,G,1,7185.82647295014
13647,G,1,3833.20988710967
13648,G,1,179.736886875584
13649,G,1,3719.19075637461
13650,G,1,20509.4322059503
13650,P,1,1459.65479146492
13651,G,1,20478.114428981
13652,G,1,3541.25469511646
13653,G,1,3182.06018947981
13653,R,1,6667.29356661833
13661,W,1,1061.16751239918
13662,G,1,952.846426216381
13662,W,1,888.170305284038
13663,W,1,894.808318899293
13664,G,1,725.538838812368
13664,W,1,1363.49289510642
13665,G,1,45.3311981076914
13665,P,1,370.425454191517
13665,W,1,1550.38846389385
13666,G,1,9886.41388790292
13666,P,1,724.399076552304
13666,W,1,1146.67070660893
13667,G,1,13804.1964377939
13667,P,1,960.955414980105
13667,W,1,2021.92411971601
13668,G,1,2230.45810536468
13668,W,1,1080.28615793453
13671,G,1,2403.00204090269
13671,P,1,1015.15612893049
13671,W,1,1050.96469451025
13672,G,1,3268.64108319904
13672,P,1,2271.21347942818
13672,W,1,1559.91154858687
13673,G,1,7222.10596021584
13673,P,1,1572.51664242451
13673,W,1,1981.93102548542
13674,G,1,3930.9342292841
13674,P,1,2006.08647861807
13674,W,1,1001.99511053895
13675,P,1,2215.81672255223
13675,W,1,451.93165977691
13676,W,1,471.375375260504
13677,W,1,1267.61383162068
13678,W,1,1230.24178204142
13679,G,1,364.504653236523
13679,W,1,1633.77621277555
13687,G,1,2834.84391638498
13687,W,1,863.20515628363
13688,G,1,13241.0053341132
13688,R,1,1521.4908793744
13688,W,1,1074.63702512868
13689,G,1,8968.28486542816
13689,R,1,3448.36451898204
13689,W,1,1019.0936872479
13690,G,1,12045.5631825757
13690,R,1,2199.77790595684
13690,W,1,1033.11297280225
13691,G,1,3739.54537387834
13691,P,1,1482.55017413839
13691,R,1,2455.7032486065
13691,W,1,2603.98180203772
13692,G,1,1352.57697362817
13693,G,1,1211.34703212746
13693,W,1,1361.83673835323
13694,G,1,151.136803200702
13694,W,1,2060.38277951706
13695,W,1,574.591228932901
13696,W,1,1055.743541754
13697,W,1,1538.42150940721
13698,W,1,1000.17565678016
13699,R,1,1175.42614590011
13699,W,1,738.764533690567
13700,G,1,2073.94784373997
13700,P,1,1474.54760948044
13700,R,1,3501.68468870982
13700,W,1,1882.81452477788
13701,G,1,3230.04784232534
13701,R,1,2001.45130946071
13702,G,1,5819.04683299184
13702,R,1,2001.62230440694
13703,G,1,2448.05785900005
13703,R,1,1961.88087759869
13704,G,1,372.231804834109
13705,G,1,847.759673631351
13706,P,1,942.463785836709
13707,G,1,993.972295633187
13707,P,1,807.416253242289
13708,G,1,1004.2443926741
13710,G,1,1537.14638800687
13711,G,1,10898.8202149843
13712,G,1,1789.96147171602
13713,G,1,2242.52866574118
13714,G,1,22.0380424191887
13715,G,1,446.621226521862
13716,G,1,2781.56133208287
13717,G,1,705.976842331638
13717,R,1,960.909090340385
13718,G,1,743.488935056698
13718,R,1,2056.73749322412
13719,G,1,3006.09689456076
13719,R,1,2781.74710612462
13720,G,1,7384.97395220089
13720,R,1,4700.54176126989
13721,G,1,823.609184778688
13759,G,1,2934.06703371586
13760,G,1,13.4937373396314
13761,G,1,1242.40920412497
13774,G,1,1015.64078300854
13775,G,1,499.226133215078
13776,G,1,1952.91264573493
13777,G,1,5035.11448124129
13778,G,1,18243.9502190135
13779,G,1,14287.2937948659
13780,G,1,12382.7996131077
13780,R,1,2025.19197851435
13781,G,1,24426.8045914709
13782,G,1,22639.3929034231
13783,G,1,22306.926688429
13784,G,1,19168.6444702647
13785,G,1,8679.02661795853
13786,G,1,6718.30318982941
13787,G,1,2843.74437077825
13788,G,1,4297.50327364486
13788,P,1,35.2678165385478
13789,G,1,4317.06579036934
13789,P,1,3372.11311179026
13790,G,1,5911.63149709509
13790,P,1,2355.29325456807
13791,G,1,1753.99695157822
13791,P,1,2189.79526772549
13792,G,1,1935.48596292773
13792,P,1,2310.07814148959
13793,G,1,1702.21194237621
13793,P,1,3440.51465907516
13794,G,1,2873.523260993
13794,P,1,3618.77994175977
13795,G,1,15282.9177102214
13795,P,1,931.016690927684
13795,T,1,145.889129118194
13796,G,1,17445.4432798819
13797,G,1,12009.1937721621
13797,R,1,2136.27928697562
13798,G,1,5092.99355684924
13799,G,1,2784.4042213085
13800,G,1,2289.65625573991
13801,G,1,1982.8205783507
13802,G,1,2597.69985526781
13802,P,1,1429.14868459811
13803,G,1,1117.82978895921
13804,G,1,1791.67464875341
13805,G,1,2083.63701671164
13806,G,1,1266.11300011043
13806,P,1,1022.56147332595
13807,G,1,7426.25152937037
13808,G,1,2197.84556917811
13809,G,1,3467.45430920994
13809,P,1,1678.03822552085
13810,G,1,4396.46026887837
13811,G,1,139.744860187692
13812,G,1,2747.37114494029
13812,P,1,1170.17545628882
13813,G,1,952.862306235303
13813,P,1,331.495069475296
13813,R,1,2000.04690656182
13814,G,1,1833.94998612465
13815,G,1,3010.18362020287
13816,G,1,2450.89659333409
13816,W,1,440.090528403166
13817,G,1,2496.9106127608
13817,W,1,788.19814087465
13818,W,1,1474.31554770577
13819,T,1,8.55517884087546
13819,W,1,1651.33868014586
13820,G,1,523.484452333232
13820,T,1,40.0464687180336
13820,W,1,1620.35076948214
13821,G,1,616.761003119474
13821,W,1,2177.79922414004
13822,W,1,1543.83613224177
13823,W,1,553.154420751388
13824,W,1,1971.84578372964
13825,W,1,462.52975307705
