block,maintainer,scale,roadlength
818,W,1,2747.22343840101
819,G,1,12139.0281526201
819,P,1,358.771336377524
819,R,1,2320.30387322821
819,W,1,627.857213277706
820,G,1,12950.8328397661
820,R,1,3741.65539111412
821,G,1,6825.43176492097
821,R,1,2037.89490093866
821,W,1,330.46286332325
822,G,1,2302.35673843642
822,P,1,8.36872177129742
822,R,1,3778.39962566593
822,W,1,3282.73908869524
823,P,1,1148.73346364203
823,R,1,325.502277408162
823,W,1,736.534637923965
824,G,1,159.71538343543
824,P,1,378.614225943535
824,W,1,2902.3361064205
825,W,1,1443.56994260417
826,G,1,298.376579163552
826,W,1,2800.47538368774
827,G,1,553.523281625543
827,W,1,1081.24228834592
828,W,1,2645.98411485953
829,W,1,480.530469586952
830,R,1,82.9393115234868
831,R,1,1732.99420134684
831,T,1,1072.49554364366
831,W,1,874.195276316339
849,W,1,3026.21068315084
850,W,1,2394.2131873877
851,G,1,492.741132115428
851,R,1,1144.88368974608
851,W,1,61.5784153301146
852,G,1,56.8567618897159
852,R,1,2883.54861076379
852,W,1,983.103479403166
853,G,1,185.121778634847
853,W,1,1542.45038822476
854,G,1,500.437213110603
854,W,1,2241.34413556106
855,W,1,3003.75487602922
856,G,1,1461.12160170819
856,W,1,727.877063144326
857,G,1,4138.48603304526
857,W,1,1896.90465384604
866,G,1,1922.32450462821
866,P,1,847.356834208402
866,W,1,2970.19281326279
867,G,1,247.616971368875
867,P,1,998.273776114589
867,W,1,3174.02038625752
868,G,1,45.4541774071632
868,P,1,1307.38794910732
868,W,1,4158.7721102704
869,G,1,5448.3272657812
869,R,1,6348.56834989113
869,W,1,4315.40988114494
870,G,1,4806.12723886011
870,R,1,749.580920527677
870,W,1,2189.25899726562
871,G,1,2458.51339322433
871,W,1,1757.90559885206
872,W,1,2527.35857699658
873,W,1,2713.06455893188
874,P,1,758.195816655407
874,W,1,2431.53628759357
875,G,1,507.153118364175
875,P,1,1159.1302071114
875,W,1,1805.41619043031
876,G,1,591.225707433431
876,P,1,123.872622733873
876,W,1,3066.37995939873
877,G,1,1039.45862325329
877,W,1,2118.39138930352
878,W,1,644.113281241761
879,G,1,1999.11604474045
881,R,1,1006.26123717334
881,T,1,1006.44887260249
881,W,1,1007.51871643687
901,W,1,1435.37405432237
902,W,1,3043.89803956924
903,W,1,2397.41455221448
904,G,1,1318.89893224284
904,R,1,18.3254133241821
904,W,1,521.102034610248
905,G,1,1066.35701745727
905,R,1,4051.15288448857
905,W,1,2284.17146130214
906,W,1,1457.14300366536
907,W,1,1009.49362515209
908,W,1,2075.61574748577
909,W,1,1054.0810589237
910,G,1,95.5469321624383
910,W,1,1175.54807105745
920,G,1,1677.88062488994
920,P,1,398.694725106882
920,W,1,77.2010362624751
921,G,1,901.542664243005
921,P,1,2338.87822245294
921,W,1,2545.51416854513
922,G,1,1748.3574066098
922,W,1,2870.65823311091
923,G,1,377.848403973385
923,R,1,2651.47662021421
923,W,1,2827.18695242201
924,G,1,7696.65488867118
924,W,1,1649.42248312636
925,G,1,4704.67379292257
925,W,1,1736.37408256198
926,G,1,377.692537853431
926,W,1,3237.77454057055
927,W,1,1943.80970259086
928,G,1,2943.5114813853
928,W,1,2193.20626720304
929,G,1,9495.58598347759
929,W,1,307.093245726951
930,G,1,697.258384025803
930,W,1,566.118121095175
931,G,1,776.207599331889
932,G,1,4480.41707468308
932,W,1,893.291526962106
933,G,1,1017.78701301097
933,W,1,1745.56218306697
934,G,1,3634.68418022241
934,R,1,1249.16491405465
934,T,1,621.702268733076
934,W,1,4274.33206977305
935,G,1,160.749139140713
935,W,1,77.993266980409
955,W,1,3966.1791456556
956,W,1,3330.57696176528
957,W,1,3126.94615797237
958,G,1,1030.71240279016
958,R,1,4843.45790865435
958,W,1,1402.60483805051
959,G,1,8093.01129779082
959,R,1,736.294090578255
959,W,1,1509.40115362205
960,W,1,3246.98903936329
961,W,1,2194.13631766108
962,W,1,2754.7495319035
963,W,1,2675.37751933856
964,W,1,710.563290831797
972,G,1,956.283117829928
974,G,1,1145.65596729776
975,G,1,3055.8511401168
975,P,1,3482.17891644982
975,W,1,1834.25992053108
976,G,1,333.044003208281
976,P,1,160.200768411942
976,W,1,2228.34133659596
977,P,1,823.919782955702
977,R,1,283.889039974978
977,T,1,85.0231189244845
977,W,1,2398.99840457085
978,G,1,8158.13491797657
978,P,1,805.196585226547
978,R,1,3540.99911589224
978,T,1,15.719486122953
978,W,1,1495.83483610205
979,G,1,4533.07841168302
979,W,1,1641.95033163894
980,G,1,421.904891888034
980,W,1,3071.06624218525
981,G,1,1132.98547713171
981,W,1,2993.77285609348
982,G,1,706.757580188347
982,W,1,297.218049437587
984,G,1,61.9028417837933
984,W,1,155.906064509274
985,G,1,4375.73005021441
985,W,1,1779.11860092891
986,G,1,887.066594404365
986,W,1,2543.98685519493
987,W,1,2148.85975871788
988,G,1,3811.04465467937
988,P,1,844.228009155651
988,R,1,2129.47706019662
988,W,1,2854.1967160577
989,G,1,3553.55550793135
989,R,1,1363.24199143071
989,W,1,1660.17065875065
990,R,1,1596.10801167697
1010,W,1,3059.34479147178
1011,W,1,2912.58984969219
1012,W,1,3137.54069947059
1013,W,1,3230.47197682304
1014,R,1,4207.78257898706
1014,W,1,960.207022524046
1015,W,1,3197.39389857683
1016,W,1,1652.04478344155
1017,T,1,450.457361292462
1017,W,1,4010.63340711062
1018,T,1,160.711004294926
1018,W,1,4800.25398106877
1019,W,1,493.129175931599
1027,G,1,1092.5142454989
1028,G,1,3000.56237156161
1029,G,1,52.4906308953529
1030,G,1,863.447381571336
1031,G,1,2211.51887164271
1031,W,1,309.894264081214
1032,G,1,745.76673717716
1032,P,1,1101.26315833792
1032,W,1,2748.14336914301
1033,P,1,11.6797819879196
1033,W,1,2364.3871124659
1034,P,1,1324.991618755
1034,R,1,2034.59610998517
1034,W,1,1402.36069991851
1035,G,1,188.024347756076
1035,W,1,1621.26114406801
1036,G,1,1369.50719958675
1037,W,1,163.847051344936
1040,G,1,124.474343177706
1040,W,1,2415.29795357231
1041,G,1,2610.13924724068
1041,W,1,5730.24556056164
1042,G,1,587.29841802387
1042,W,1,2465.52557739169
1043,P,1,907.116706283202
1043,W,1,2905.46569412822
1044,P,1,456.942210872064
1044,W,1,2070.06819353774
1045,G,1,597.993148615759
1045,W,1,1340.17952322464
1046,R,1,415.708033088943
1047,G,1,767.946691635472
1047,R,1,2631.33041451235
1048,R,1,3765.83201268709
1049,R,1,485.296472021326
1057,G,1,2525.26458105495
1058,G,1,550.045670613221
1059,G,1,66.1717328234176
1067,W,1,1623.5364672197
1068,W,1,1671.46167197119
1069,W,1,428.813766793888
1070,R,1,3903.40591220203
1070,W,1,1484.18821632332
1071,R,1,785.793152360035
1071,W,1,1728.82815359524
1072,W,1,2569.97486482869
1073,W,1,3817.76882001715
1074,W,1,2892.43882559301
1075,W,1,853.420800037629
1083,G,1,12.5835479500944
1083,W,1,678.710587132737
1084,G,1,2674.01501068605
1085,G,1,2095.83564992249
1086,G,1,3534.85664569421
1087,G,1,1385.91877116053
1088,G,1,3048.40134729857
1088,W,1,30.4291590026789
1089,G,1,1427.02390840372
1089,P,1,1056.19506349195
1089,W,1,2022.08906372811
1090,W,1,1963.73140786635
